OBJECTID,Province,Abbreviation,DailyTotals,SummaryDate,TotalCases,TotalRecovered,DailyRecovered,TotalDeaths,DailyDeaths,TotalTested,DailyTested,TotalActive,DailyActive,TotalHospitalized,DailyHospitalized,TotalICU,DailyICU
2907,NUNAVUT,NU,0,2020/07/25 12:00:00+00,0,0,0,0,0,1676,0,0,0,0,0,0,0
2908,YUKON,YT,0,2020/07/25 12:00:00+00,14,11,0,0,0,1488,0,3,0,0,0,0,0
2909,PRINCE EDWARD ISLAND,PE,0,2020/07/25 12:00:00+00,36,34,0,0,0,18323,0,2,0,0,0,0,0
2910,NEWFOUNDLAND AND LABRADOR,NL,0,2020/07/25 12:00:00+00,265,259,0,3,0,23361,107,3,0,0,0,0,0
2911,NEW BRUNSWICK,NB,0,2020/07/25 12:00:00+00,170,165,0,2,0,50821,341,3,0,0,0,0,0
2912,BRITISH COLUMBIA,BC,0,2020/07/25 12:00:00+00,3419,2934,0,191,0,246715,0,294,0,12,0,3,0
2913,NOVA SCOTIA,NS,0,2020/07/25 12:00:00+00,1067,1003,0,63,0,62981,288,1,0,0,0,0,0
2914,SASKATCHEWAN,SK,37,2020/07/25 12:00:00+00,1136,862,14,16,0,89787,1799,258,23,13,-1,4,0
2915,ALBERTA,AB,0,2020/07/25 12:00:00+00,10086,8567,0,181,0,623445,0,1338,0,83,0,18,0
2916,MANITOBA,MB,0,2020/07/25 12:00:00+00,384,319,0,7,0,81186,0,58,0,2,0,2,0
2917,QUEBEC,QC,171,2020/07/25 12:00:00+00,58414,50703,88,5666,3,757813,10703,2045,80,206,-14,12,0
2918,ONTARIO,ON,138,2020/07/25 12:00:00+00,38543,34240,140,2759,1,2018813,28904,1544,-3,97,-44,30,-1
2919,NORTHWEST TERRITORIES,NT,0,2020/07/25 12:00:00+00,5,5,0,0,0,3151,0,0,0,0,0,0,0
2920,REPATRIATED CDN,RC,0,2020/07/25 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
2921,CANADA,CA,346,2020/07/25 12:00:00+00,113552,99115,242,8888,4,3979560,42142,5549,100,413,-59,69,-1
2922,NUNAVUT,NU,0,2020/07/26 12:00:00+00,0,0,0,0,0,1676,0,0,0,0,0,0,0
2923,YUKON,YT,0,2020/07/26 12:00:00+00,14,11,0,0,0,1488,0,3,0,0,0,0,0
2924,PRINCE EDWARD ISLAND,PE,0,2020/07/26 12:00:00+00,36,34,0,0,0,18273,-50,2,0,0,0,0,0
2925,NEWFOUNDLAND AND LABRADOR,NL,1,2020/07/26 12:00:00+00,266,259,0,3,0,23657,296,4,1,0,0,0,0
2926,NEW BRUNSWICK,NB,0,2020/07/26 12:00:00+00,170,165,0,2,0,51032,211,3,0,0,0,0,0
2927,BRITISH COLUMBIA,BC,0,2020/07/26 12:00:00+00,3419,2934,0,191,0,246715,0,294,0,12,0,3,0
2928,NOVA SCOTIA,NS,0,2020/07/26 12:00:00+00,1067,1004,1,63,0,62187,-794,0,-1,0,0,0,0
2929,SASKATCHEWAN,SK,42,2020/07/26 12:00:00+00,1178,873,11,16,0,91183,1396,289,31,13,0,4,0
2930,ALBERTA,AB,0,2020/07/26 12:00:00+00,10086,8567,0,181,0,623445,0,1338,0,83,0,18,0
2931,MANITOBA,MB,0,2020/07/26 12:00:00+00,384,319,0,7,0,81186,0,58,0,2,0,2,0
2932,QUEBEC,QC,169,2020/07/26 12:00:00+00,58583,50812,109,5667,1,768346,10533,2104,59,197,-9,10,-2
2933,ONTARIO,ON,137,2020/07/26 12:00:00+00,38680,34359,119,2763,4,2044957,26144,1558,14,87,-10,29,-1
2934,NORTHWEST TERRITORIES,NT,0,2020/07/26 12:00:00+00,5,5,0,0,0,3151,0,0,0,0,0,0,0
2935,REPATRIATED CDN,RC,0,2020/07/26 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
2936,CANADA,CA,349,2020/07/26 12:00:00+00,113901,99355,240,8893,5,4017296,37736,5653,104,394,-19,66,-3
2937,NUNAVUT,NU,0,2020/07/27 12:00:00+00,0,0,0,0,0,1719,43,0,0,0,0,0,0
2938,YUKON,YT,0,2020/07/27 12:00:00+00,14,11,0,0,0,1523,35,3,0,0,0,0,0
2939,PRINCE EDWARD ISLAND,PE,0,2020/07/27 12:00:00+00,36,34,0,0,0,18273,0,2,0,0,0,0,0
2940,NEWFOUNDLAND AND LABRADOR,NL,0,2020/07/27 12:00:00+00,266,259,0,3,0,23839,182,4,0,0,0,0,0
2941,NEW BRUNSWICK,NB,0,2020/07/27 12:00:00+00,170,165,0,2,0,51244,212,3,0,0,0,0,0
2942,BRITISH COLUMBIA,BC,81,2020/07/27 12:00:00+00,3500,3043,109,193,2,253873,7158,264,-30,11,-1,3,0
2943,NOVA SCOTIA,NS,0,2020/07/27 12:00:00+00,1067,1004,0,63,0,62332,145,0,0,0,0,0,0
2944,SASKATCHEWAN,SK,31,2020/07/27 12:00:00+00,1209,886,13,16,0,92796,1613,307,18,14,1,4,0
2945,ALBERTA,AB,304,2020/07/27 12:00:00+00,10390,8774,207,186,5,651335,27890,1430,92,88,5,17,-1
2946,MANITOBA,MB,16,2020/07/27 12:00:00+00,400,319,0,7,0,84967,3781,74,16,3,1,2,0
2947,QUEBEC,QC,145,2020/07/27 12:00:00+00,58728,50886,74,5667,0,781120,12774,2175,71,200,3,7,-3
2948,ONTARIO,ON,119,2020/07/27 12:00:00+00,38799,34461,102,2764,1,2069621,24664,1574,16,82,-5,30,1
2949,NORTHWEST TERRITORIES,NT,0,2020/07/27 12:00:00+00,5,5,0,0,0,3193,42,0,0,0,0,0,0
2950,REPATRIATED CDN,RC,0,2020/07/27 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
2951,CANADA,CA,696,2020/07/27 12:00:00+00,114597,99860,505,8901,8,4095835,78539,5836,183,398,4,63,-3
2952,NUNAVUT,NU,0,2020/07/28 12:00:00+00,0,0,0,0,0,1719,0,0,0,0,0,0,0
2953,YUKON,YT,0,2020/07/28 12:00:00+00,14,11,0,0,0,1547,24,3,0,0,0,0,0
2954,PRINCE EDWARD ISLAND,PE,0,2020/07/28 12:00:00+00,36,36,2,0,0,18886,613,0,-2,0,0,0,0
2955,NEWFOUNDLAND AND LABRADOR,NL,0,2020/07/28 12:00:00+00,266,259,0,3,0,24185,346,4,0,0,0,0,0
2956,NEW BRUNSWICK,NB,0,2020/07/28 12:00:00+00,170,165,0,2,0,51522,278,3,0,0,0,0,0
2957,BRITISH COLUMBIA,BC,23,2020/07/28 12:00:00+00,3523,3076,33,194,1,255728,1855,253,-11,9,-2,3,0
2958,NOVA SCOTIA,NS,0,2020/07/28 12:00:00+00,1067,1004,0,63,0,62576,244,0,0,0,0,0,0
2959,SASKATCHEWAN,SK,9,2020/07/28 12:00:00+00,1218,907,21,17,1,93669,873,294,-13,13,-1,5,1
2960,ALBERTA,AB,80,2020/07/28 12:00:00+00,10470,8886,112,186,0,659242,7907,1398,-32,88,0,16,-1
2961,MANITOBA,MB,5,2020/07/28 12:00:00+00,405,319,0,8,1,85702,735,78,4,3,0,2,0
2962,QUEBEC,QC,169,2020/07/28 12:00:00+00,58897,50886,0,5670,3,791997,10877,2341,166,193,-7,8,1
2963,ONTARIO,ON,111,2020/07/28 12:00:00+00,38910,34567,106,2768,4,2086955,17334,1575,1,96,14,31,1
2964,NORTHWEST TERRITORIES,NT,0,2020/07/28 12:00:00+00,5,5,0,0,0,3233,40,0,0,0,0,0,0
2965,REPATRIATED CDN,RC,0,2020/07/28 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
2966,CANADA,CA,397,2020/07/28 12:00:00+00,114994,100134,274,8911,10,4136961,41126,5949,113,402,4,65,2
2982,NUNAVUT,NU,0,2020/07/29 12:00:00+00,0,0,0,0,0,1751,32,0,0,0,0,0,0
2983,YUKON,YT,0,2020/07/29 12:00:00+00,14,11,0,0,0,1547,0,3,0,0,0,0,0
2984,PRINCE EDWARD ISLAND,PE,0,2020/07/29 12:00:00+00,36,36,0,0,0,18886,0,0,0,0,0,0,0
2985,NEWFOUNDLAND AND LABRADOR,NL,0,2020/07/29 12:00:00+00,266,259,0,3,0,24445,260,4,0,0,0,0,0
2986,NEW BRUNSWICK,NB,0,2020/07/29 12:00:00+00,170,165,0,2,0,51792,270,3,0,0,0,0,0
2987,BRITISH COLUMBIA,BC,39,2020/07/29 12:00:00+00,3562,3109,33,194,0,258368,2640,259,6,6,-3,2,-1
2988,NOVA SCOTIA,NS,0,2020/07/29 12:00:00+00,1067,1003,-1,64,1,62861,285,0,0,0,0,0,0
2989,SASKATCHEWAN,SK,50,2020/07/29 12:00:00+00,1268,929,22,17,0,95024,1355,322,28,15,2,5,0
2990,ALBERTA,AB,133,2020/07/29 12:00:00+00,10603,8983,97,190,4,668226,8984,1430,32,87,-1,17,1
2991,MANITOBA,MB,2,2020/07/29 12:00:00+00,407,325,6,8,0,86367,665,74,-4,6,3,4,2
2992,QUEBEC,QC,176,2020/07/29 12:00:00+00,59073,50886,0,5670,0,793292,1295,2517,176,190,-3,9,1
2993,ONTARIO,ON,76,2020/07/29 12:00:00+00,38986,34741,174,2769,1,2114263,27308,1476,-99,91,-5,28,-3
2994,NORTHWEST TERRITORIES,NT,0,2020/07/29 12:00:00+00,5,5,0,0,0,3265,32,0,0,0,0,0,0
2995,REPATRIATED CDN,RC,0,2020/07/29 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
2996,CANADA,CA,476,2020/07/29 12:00:00+00,115470,100465,331,8917,6,4180087,43126,6088,139,395,-7,65,0
2997,NUNAVUT,NU,0,2020/07/30 12:00:00+00,0,0,0,0,0,1751,0,0,0,0,0,0,0
2998,YUKON,YT,0,2020/07/30 12:00:00+00,14,11,0,0,0,1588,41,3,0,0,0,0,0
2999,PRINCE EDWARD ISLAND,PE,0,2020/07/30 12:00:00+00,36,36,0,0,0,18886,0,0,0,0,0,0,0
3000,NEWFOUNDLAND AND LABRADOR,NL,0,2020/07/30 12:00:00+00,266,259,0,3,0,24672,227,4,0,0,0,0,0
3001,NEW BRUNSWICK,NB,0,2020/07/30 12:00:00+00,170,166,1,2,0,52153,361,2,-1,0,0,0,0
3002,BRITISH COLUMBIA,BC,29,2020/07/30 12:00:00+00,3591,3155,46,194,0,261738,3370,242,-17,5,-1,2,0
3003,NOVA SCOTIA,NS,0,2020/07/30 12:00:00+00,1067,1003,0,64,0,63212,351,0,0,0,0,0,0
3004,SASKATCHEWAN,SK,38,2020/07/30 12:00:00+00,1306,984,55,18,1,96706,1682,304,-18,14,-1,5,0
3005,ALBERTA,AB,113,2020/07/30 12:00:00+00,10716,9113,130,195,5,676913,8687,1408,-22,91,4,18,1
3006,MANITOBA,MB,2,2020/07/30 12:00:00+00,409,325,0,8,0,87548,1181,76,2,6,0,4,0
3007,QUEBEC,QC,58,2020/07/30 12:00:00+00,59131,50886,0,5673,3,808486,15194,2572,55,208,18,18,9
3008,ONTARIO,ON,89,2020/07/30 12:00:00+00,39075,34906,165,2772,3,2141939,27676,1397,-79,84,-7,27,-1
3009,NORTHWEST TERRITORIES,NT,0,2020/07/30 12:00:00+00,5,5,0,0,0,3335,70,0,0,0,0,0,0
3010,REPATRIATED CDN,RC,0,2020/07/30 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
3011,CANADA,CA,329,2020/07/30 12:00:00+00,115799,100862,397,8929,12,4238927,58840,6008,-80,408,13,74,9
3012,NUNAVUT,NU,0,2020/07/31 12:00:00+00,0,0,0,0,0,1751,0,0,0,0,0,0,0
3013,YUKON,YT,0,2020/07/31 12:00:00+00,14,11,0,0,0,1612,24,3,0,0,0,0,0
3014,PRINCE EDWARD ISLAND,PE,0,2020/07/31 12:00:00+00,36,36,0,0,0,18886,0,0,0,0,0,0,0
3015,NEWFOUNDLAND AND LABRADOR,NL,0,2020/07/31 12:00:00+00,266,259,0,3,0,24926,254,4,0,0,0,0,0
3016,NEW BRUNSWICK,NB,0,2020/07/31 12:00:00+00,170,166,0,2,0,52469,316,2,0,0,0,0,0
3017,BRITISH COLUMBIA,BC,50,2020/07/31 12:00:00+00,3641,3168,13,195,1,265004,3266,278,36,5,0,2,0
3018,NOVA SCOTIA,NS,2,2020/07/31 12:00:00+00,1069,1003,0,64,0,63647,435,2,2,0,0,0,0
3019,SASKATCHEWAN,SK,13,2020/07/31 12:00:00+00,1319,1008,24,18,0,98510,1804,293,-11,15,1,6,1
3020,ALBERTA,AB,127,2020/07/31 12:00:00+00,10843,9261,148,196,1,685297,8384,1386,-22,86,-5,17,-1
3021,MANITOBA,MB,6,2020/07/31 12:00:00+00,415,337,12,8,0,88621,1073,70,-6,6,0,5,1
3022,QUEBEC,QC,1,2020/07/31 12:00:00+00,59132,50886,0,5674,1,825779,17293,2572,0,189,-19,15,-3
3023,ONTARIO,ON,134,2020/07/31 12:00:00+00,39209,35074,168,2775,3,2171972,30033,1360,-37,78,-6,29,2
3024,NORTHWEST TERRITORIES,NT,0,2020/07/31 12:00:00+00,5,5,0,0,0,3335,0,0,0,0,0,0,0
3025,REPATRIATED CDN,RC,0,2020/07/31 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
3026,CANADA,CA,333,2020/07/31 12:00:00+00,116132,101227,365,8935,6,4301809,62882,5970,-38,379,-29,74,0
3027,NUNAVUT,NU,0,2020/08/01 12:00:00+00,0,0,0,0,0,1751,0,0,0,0,0,0,0
3028,YUKON,YT,0,2020/08/01 12:00:00+00,14,11,0,0,0,1612,0,3,0,0,0,0,0
3029,PRINCE EDWARD ISLAND,PE,0,2020/08/01 12:00:00+00,36,36,0,0,0,18886,0,0,0,0,0,0,0
3030,NEWFOUNDLAND AND LABRADOR,NL,0,2020/08/01 12:00:00+00,266,259,0,3,0,25126,200,4,0,0,0,0,0
3031,NEW BRUNSWICK,NB,0,2020/08/01 12:00:00+00,170,166,0,2,0,52766,297,2,0,0,0,0,0
3032,BRITISH COLUMBIA,BC,0,2020/08/01 12:00:00+00,3641,3168,0,195,0,265004,0,278,0,5,0,2,0
3033,NOVA SCOTIA,NS,0,2020/08/01 12:00:00+00,1069,1003,0,64,0,63912,265,2,0,0,0,0,0
3034,SASKATCHEWAN,SK,0,2020/08/01 12:00:00+00,1319,1054,46,18,0,100317,1807,247,-46,14,-1,6,0
3035,ALBERTA,AB,0,2020/08/01 12:00:00+00,10843,9261,0,196,0,685297,0,1386,0,86,0,17,0
3036,MANITOBA,MB,0,2020/08/01 12:00:00+00,415,337,0,8,0,88621,0,70,0,6,0,5,0
3037,QUEBEC,QC,326,2020/08/01 12:00:00+00,59458,50886,0,5678,4,842611,16832,2894,322,177,-12,18,3
3038,ONTARIO,ON,124,2020/08/01 12:00:00+00,39333,35237,163,2777,2,2205254,33282,1319,-41,73,-5,27,-2
3039,NORTHWEST TERRITORIES,NT,0,2020/08/01 12:00:00+00,5,5,0,0,0,3327,-8,0,0,0,0,0,0
3040,REPATRIATED CDN,RC,0,2020/08/01 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
3041,CANADA,CA,450,2020/08/01 12:00:00+00,116582,101436,209,8941,6,4354484,52675,6205,235,361,-18,75,1
3042,NUNAVUT,NU,0,2020/08/02 12:00:00+00,0,0,0,0,0,1751,0,0,0,0,0,0,0
3043,YUKON,YT,0,2020/08/02 12:00:00+00,14,11,0,0,0,1612,0,3,0,0,0,0,0
3044,PRINCE EDWARD ISLAND,PE,0,2020/08/02 12:00:00+00,36,36,0,0,0,18886,0,0,0,0,0,0,0
3045,NEWFOUNDLAND AND LABRADOR,NL,0,2020/08/02 12:00:00+00,266,259,0,3,0,25329,203,4,0,0,0,0,0
3046,NEW BRUNSWICK,NB,0,2020/08/02 12:00:00+00,170,166,0,2,0,53046,280,2,0,0,0,0,0
3047,BRITISH COLUMBIA,BC,0,2020/08/02 12:00:00+00,3641,3168,0,195,0,265004,0,278,0,5,0,2,0
3048,NOVA SCOTIA,NS,2,2020/08/02 12:00:00+00,1071,1003,0,64,0,64184,272,4,2,0,0,0,0
3049,SASKATCHEWAN,SK,23,2020/08/02 12:00:00+00,1342,1070,16,18,0,102421,2104,254,7,18,4,7,1
3050,ALBERTA,AB,0,2020/08/02 12:00:00+00,10843,9261,0,196,0,685297,0,1386,0,86,0,17,0
3051,MANITOBA,MB,0,2020/08/02 12:00:00+00,415,337,0,8,0,88621,0,70,0,6,0,5,0
3052,QUEBEC,QC,141,2020/08/02 12:00:00+00,59599,50886,0,5681,3,841785,-826,3032,138,172,-5,17,-1
3053,ONTARIO,ON,116,2020/08/02 12:00:00+00,39449,35359,122,2778,1,2235697,30443,1312,-7,72,-1,26,-1
3054,NORTHWEST TERRITORIES,NT,0,2020/08/02 12:00:00+00,5,5,0,0,0,3227,-100,0,0,0,0,0,0
3055,REPATRIATED CDN,RC,0,2020/08/02 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
3056,CANADA,CA,282,2020/08/02 12:00:00+00,116864,101574,138,8945,4,4386860,32376,6345,140,359,-2,74,-1
3057,NUNAVUT,NU,0,2020/08/03 12:00:00+00,0,0,0,0,0,1751,0,0,0,0,0,0,0
3058,YUKON,YT,0,2020/08/03 12:00:00+00,14,11,0,0,0,1612,0,3,0,0,0,0,0
3059,PRINCE EDWARD ISLAND,PE,0,2020/08/03 12:00:00+00,36,36,0,0,0,18886,0,0,0,0,0,0,0
3060,NEWFOUNDLAND AND LABRADOR,NL,0,2020/08/03 12:00:00+00,266,259,0,3,0,25452,123,4,0,0,0,0,0
3061,NEW BRUNSWICK,NB,0,2020/08/03 12:00:00+00,170,168,2,2,0,53243,197,0,-2,0,0,0,0
3062,BRITISH COLUMBIA,BC,0,2020/08/03 12:00:00+00,3641,3168,0,195,0,265004,0,278,0,5,0,2,0
3063,NOVA SCOTIA,NS,0,2020/08/03 12:00:00+00,1071,1005,2,64,0,64412,228,2,-2,0,0,0,0
3064,SASKATCHEWAN,SK,17,2020/08/03 12:00:00+00,1359,1089,19,18,0,103591,1170,252,-2,15,-3,6,-1
3065,ALBERTA,AB,0,2020/08/03 12:00:00+00,10843,9261,0,196,0,685297,0,1386,0,86,0,17,0
3066,MANITOBA,MB,0,2020/08/03 12:00:00+00,415,337,0,8,0,88621,0,70,0,6,0,5,0
3067,QUEBEC,QC,123,2020/08/03 12:00:00+00,59722,50886,0,5683,2,850630,8845,3153,121,172,0,18,1
3068,ONTARIO,ON,0,2020/08/03 12:00:00+00,39449,35359,0,2778,0,2235697,0,1312,0,72,0,26,0
3069,NORTHWEST TERRITORIES,NT,0,2020/08/03 12:00:00+00,5,5,0,0,0,3227,0,0,0,0,0,0,0
3070,REPATRIATED CDN,RC,0,2020/08/03 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
3071,CANADA,CA,140,2020/08/03 12:00:00+00,117004,101597,23,8947,2,4397423,10563,6460,115,356,-3,74,0
3072,NUNAVUT,NU,0,2020/08/04 12:00:00+00,0,0,0,0,0,2097,346,0,0,0,0,0,0
3073,YUKON,YT,0,2020/08/04 12:00:00+00,14,11,0,0,0,1740,128,3,0,0,0,0,0
3074,PRINCE EDWARD ISLAND,PE,0,2020/08/04 12:00:00+00,36,36,0,0,0,20530,1644,0,0,0,0,0,0
3075,NEWFOUNDLAND AND LABRADOR,NL,0,2020/08/04 12:00:00+00,266,260,1,3,0,17807,-7645,3,-1,0,0,0,0
3076,NEW BRUNSWICK,NB,0,2020/08/04 12:00:00+00,170,168,0,2,0,53401,158,0,0,0,0,0,0
3077,BRITISH COLUMBIA,BC,146,2020/08/04 12:00:00+00,3787,3273,105,195,0,272453,7449,319,41,8,3,4,2
3078,NOVA SCOTIA,NS,0,2020/08/04 12:00:00+00,1071,1005,0,64,0,65568,1156,2,0,0,0,0,0
3079,SASKATCHEWAN,SK,9,2020/08/04 12:00:00+00,1368,1097,8,18,0,104279,688,253,1,14,-1,7,1
3080,ALBERTA,AB,303,2020/08/04 12:00:00+00,11146,9754,493,201,5,720131,34834,1191,-195,85,-1,23,6
3081,MANITOBA,MB,27,2020/08/04 12:00:00+00,442,341,4,8,0,93995,5374,93,23,9,3,4,-1
3082,QUEBEC,QC,123,2020/08/04 12:00:00+00,59845,50886,0,5685,2,858016,7386,3274,121,169,-3,21,3
3083,ONTARIO,ON,179,2020/08/04 12:00:00+00,39628,35601,242,2782,4,2277887,42190,1245,-67,78,6,28,2
3084,NORTHWEST TERRITORIES,NT,0,2020/08/04 12:00:00+00,5,5,0,0,0,3339,112,0,0,0,0,0,0
3085,REPATRIATED CDN,RC,0,2020/08/04 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
3086,CANADA,CA,787,2020/08/04 12:00:00+00,117791,102450,853,8958,11,4491243,93820,6383,-77,363,7,87,13
3087,NUNAVUT,NU,0,2020/08/05 12:00:00+00,0,0,0,0,0,2097,0,0,0,0,0,0,0
3088,YUKON,YT,0,2020/08/05 12:00:00+00,14,11,0,0,0,1769,29,3,0,0,0,0,0
3089,PRINCE EDWARD ISLAND,PE,0,2020/08/05 12:00:00+00,36,36,0,0,0,20530,0,0,0,0,0,0,0
3090,NEWFOUNDLAND AND LABRADOR,NL,0,2020/08/05 12:00:00+00,266,263,3,3,0,26010,8203,0,-3,0,0,0,0
3091,NEW BRUNSWICK,NB,4,2020/08/05 12:00:00+00,174,168,0,2,0,53699,298,4,4,0,0,0,0
3092,BRITISH COLUMBIA,BC,47,2020/08/05 12:00:00+00,3834,3288,15,195,0,274179,1726,351,32,9,1,6,2
3093,NOVA SCOTIA,NS,0,2020/08/05 12:00:00+00,1071,1005,0,64,0,65849,281,2,0,0,0,0,0
3094,SASKATCHEWAN,SK,8,2020/08/05 12:00:00+00,1376,1133,36,18,0,105065,786,225,-28,15,1,8,1
3095,ALBERTA,AB,94,2020/08/05 12:00:00+00,11240,9891,137,203,2,727335,7204,1146,-45,75,-10,20,-3
3096,MANITOBA,MB,2,2020/08/05 12:00:00+00,444,342,1,8,0,94984,989,94,1,9,0,5,1
3097,QUEBEC,QC,155,2020/08/05 12:00:00+00,60000,50886,0,5687,2,868111,10095,3427,153,167,-2,19,-2
3098,ONTARIO,ON,86,2020/08/05 12:00:00+00,39714,35747,146,2782,0,2295116,17229,1185,-60,66,-12,30,2
3099,NORTHWEST TERRITORIES,NT,0,2020/08/05 12:00:00+00,5,5,0,0,0,3364,25,0,0,0,0,0,0
3100,REPATRIATED CDN,RC,0,2020/08/05 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
3101,CANADA,CA,396,2020/08/05 12:00:00+00,118187,102788,338,8962,4,4538108,46865,6437,54,341,-22,88,1
3102,NUNAVUT,NU,0,2020/08/06 12:00:00+00,0,0,0,0,0,2097,0,0,0,0,0,0,0
3103,YUKON,YT,0,2020/08/06 12:00:00+00,14,13,2,0,0,1792,23,1,-2,0,0,0,0
3104,PRINCE EDWARD ISLAND,PE,0,2020/08/06 12:00:00+00,36,36,0,0,0,20530,0,0,0,0,0,0,0
3105,NEWFOUNDLAND AND LABRADOR,NL,0,2020/08/06 12:00:00+00,266,263,0,3,0,26280,270,0,0,0,0,0,0
3106,NEW BRUNSWICK,NB,2,2020/08/06 12:00:00+00,176,168,0,2,0,53999,300,6,2,0,0,0,0
3107,BRITISH COLUMBIA,BC,47,2020/08/06 12:00:00+00,3881,3315,27,195,0,276739,2560,371,20,11,2,5,-1
3108,NOVA SCOTIA,NS,0,2020/08/06 12:00:00+00,1071,1005,0,64,0,66230,381,2,0,0,0,0,0
3109,SASKATCHEWAN,SK,11,2020/08/06 12:00:00+00,1387,1164,31,19,1,106019,954,204,-21,13,-2,6,-2
3110,ALBERTA,AB,56,2020/08/06 12:00:00+00,11296,9984,93,205,2,735322,7987,1107,-39,76,1,19,-1
3111,MANITOBA,MB,30,2020/08/06 12:00:00+00,474,348,6,8,0,95547,563,118,24,10,1,5,0
3112,QUEBEC,QC,133,2020/08/06 12:00:00+00,60133,50886,0,5687,0,879350,11239,3560,133,165,-2,19,0
3113,ONTARIO,ON,95,2020/08/06 12:00:00+00,39809,35906,159,2783,1,2321297,26181,1120,-65,71,5,29,-1
3114,NORTHWEST TERRITORIES,NT,0,2020/08/06 12:00:00+00,5,5,0,0,0,3386,22,0,0,0,0,0,0
3115,REPATRIATED CDN,RC,0,2020/08/06 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
3116,CANADA,CA,374,2020/08/06 12:00:00+00,118561,103106,318,8966,4,4588588,50480,6489,52,346,5,83,-5
3117,NUNAVUT,NU,0,2020/08/07 12:00:00+00,0,0,0,0,0,2097,0,0,0,0,0,0,0
3118,YUKON,YT,1,2020/08/07 12:00:00+00,15,13,0,0,0,1836,44,2,1,0,0,0,0
3119,PRINCE EDWARD ISLAND,PE,0,2020/08/07 12:00:00+00,36,36,0,0,0,20530,0,0,0,0,0,0,0
3120,NEWFOUNDLAND AND LABRADOR,NL,1,2020/08/07 12:00:00+00,267,263,0,3,0,26479,199,1,1,0,0,0,0
3121,NEW BRUNSWICK,NB,0,2020/08/07 12:00:00+00,176,168,0,2,0,54281,282,6,0,0,0,0,0
3122,BRITISH COLUMBIA,BC,53,2020/08/07 12:00:00+00,3934,3353,38,195,0,279722,2983,386,15,11,0,4,-1
3123,NOVA SCOTIA,NS,0,2020/08/07 12:00:00+00,1071,1005,0,64,0,66679,449,2,0,0,0,0,0
3124,SASKATCHEWAN,SK,22,2020/08/07 12:00:00+00,1409,1221,57,20,1,108148,2129,168,-36,13,0,4,-2
3125,ALBERTA,AB,134,2020/08/07 12:00:00+00,11430,10097,113,208,3,743885,8563,1125,18,68,-8,18,-1
3126,MANITOBA,MB,17,2020/08/07 12:00:00+00,491,351,3,8,0,96999,1452,132,14,9,-1,3,-2
3127,QUEBEC,QC,108,2020/08/07 12:00:00+00,60241,50886,0,5687,0,889002,9652,3668,108,152,-13,19,0
3128,ONTARIO,ON,88,2020/08/07 12:00:00+00,39897,36024,118,2783,0,2346433,25136,1090,-30,66,-5,28,-1
3129,NORTHWEST TERRITORIES,NT,0,2020/08/07 12:00:00+00,5,5,0,0,0,3393,7,0,0,0,0,0,0
3130,REPATRIATED CDN,RC,0,2020/08/07 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0
3131,CANADA,CA,424,2020/08/07 12:00:00+00,118985,103435,329,8970,4,4639484,50896,6580,91,319,-27,76,-7
3132,NUNAVUT,NU,0,2020/08/08 12:00:00+00,0,0,0,0,0,2097,0,0,0,0,0,0,0
3133,YUKON,YT,0,2020/08/08 12:00:00+00,15,13,0,0,0,1836,0,2,0,0,0,0,0
3134,PRINCE EDWARD ISLAND,PE,0,2020/08/08 12:00:00+00,36,36,0,0,0,20530,0,0,0,0,0,0,0
3135,NEWFOUNDLAND AND LABRADOR,NL,0,2020/08/08 12:00:00+00,267,263,0,3,0,26696,217,1,0,0,0,0,0
3136,NEW BRUNSWICK,NB,0,2020/08/08 12:00:00+00,176,168,0,2,0,54631,350,6,0,0,0,0,0
3137,BRITISH COLUMBIA,BC,0,2020/08/08 12:00:00+00,3934,3353,0,195,0,279722,0,386,0,11,0,4,0
3138,NOVA SCOTIA,NS,0,2020/08/08 12:00:00+00,1071,1005,0,64,0,67020,341,2,0,0,0,0,0
3139,SASKATCHEWAN,SK,24,2020/08/08 12:00:00+00,1433,1245,24,20,0,109803,1655,168,0,13,0,5,1
3140,ALBERTA,AB,0,2020/08/08 12:00:00+00,11430,10097,0,208,0,743885,0,1125,0,68,0,18,0
3141,MANITOBA,MB,16,2020/08/08 12:00:00+00,507,351,0,8,0,100074,3075,148,16,9,0,3,0
3142,QUEBEC,QC,126,2020/08/08 12:00:00+00,60367,50886,0,5692,5,895496,6494,3789,121,155,3,23,4
